assay,run,accuracy,balanced_accuracy,precision,recall,AUC,F1,MCC
TA98_S9,17,0.9210850801479656,0.9210850801479656,0.8428571428571429,0.8509615384615384,0.9583094144661308,0.84688995215311,0.7937519349028246
TA98_S9,18,0.9235511713933416,0.9235511713933416,0.8509615384615384,0.8509615384615384,0.9590668452608752,0.8509615384615384,0.7995519198877408
TA98_S9,19,0.9210850801479656,0.9210850801479656,0.8428571428571429,0.8509615384615384,0.9587160352085724,0.84688995215311,0.7937519349028246
TA1537,0,0.9423076923076924,0.9423076923076924,0.8372093023255814,0.6792452830188679,0.9793648318519672,0.7499999999999999,0.7228051338907605
TA1537,1,0.9423076923076924,0.9423076923076924,0.8372093023255814,0.6792452830188679,0.9793648318519672,0.7499999999999999,0.7228051338907605
TA1537,2,0.9423076923076924,0.9423076923076924,0.8536585365853658,0.660377358490566,0.9794687873590104,0.7446808510638298,0.7202235668245066
TA1537,3,0.9423076923076924,0.9423076923076924,0.8372093023255814,0.6792452830188679,0.9798846093871822,0.7499999999999999,0.7228051338907605
TA1537,4,0.9423076923076924,0.9423076923076924,0.8372093023255814,0.6792452830188679,0.9804563646759188,0.7499999999999999,0.7228051338907605
TA1537,5,0.9423076923076924,0.9423076923076924,0.8372093023255814,0.6792452830188679,0.9787930765632308,0.7499999999999999,0.7228051338907605
TA1537,6,0.939903846153846,0.939903846153846,0.8333333333333334,0.660377358490566,0.9778054992463228,0.7368421052631579,0.7094997560569433
TA1537,7,0.9447115384615384,0.9447115384615384,0.8409090909090909,0.6981132075471698,0.9807162534435262,0.7628865979381443,0.7359598486737428
TA1537,8,0.9423076923076924,0.9423076923076924,0.8536585365853658,0.660377358490566,0.9800925204012684,0.7446808510638298,0.7202235668245066
TA1537,9,0.9375,0.9375,0.813953488372093,0.660377358490566,0.9794687873590104,0.7291666666666667,0.69912340311195
TA1537,10,0.939903846153846,0.939903846153846,0.8181818181818182,0.6792452830188679,0.9785331877956236,0.7422680412371134,0.7125173297573356
TA1537,11,0.939903846153846,0.939903846153846,0.8333333333333334,0.660377358490566,0.9796766983730965,0.7368421052631579,0.7094997560569433
TA1537,12,0.9447115384615384,0.9447115384615384,0.8409090909090909,0.6981132075471698,0.9792608763449244,0.7628865979381443,0.7359598486737428
TA1537,13,0.9423076923076924,0.9423076923076924,0.8536585365853658,0.660377358490566,0.9792608763449244,0.7446808510638298,0.7202235668245066
TA1537,14,0.939903846153846,0.939903846153846,0.8181818181818182,0.6792452830188679,0.9793648318519672,0.7422680412371134,0.7125173297573356
TA1537,15,0.939903846153846,0.939903846153846,0.8181818181818182,0.6792452830188679,0.9777535214928008,0.7422680412371134,0.7125173297573356
TA1537,16,0.9423076923076924,0.9423076923076924,0.8372093023255814,0.6792452830188679,0.9790529653308384,0.7499999999999999,0.7228051338907605
TA1537,17,0.9375,0.9375,0.813953488372093,0.660377358490566,0.9796247206195748,0.7291666666666667,0.69912340311195
